csr_id,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,g,target,gender_Cd,Birth_Dt,Age,House_Property_Cd,Marriage_Status_Cd,Year_Income,Is_Bank_Staff_Ind,Initial_Open_Dt,Open_Branch_Id,Open_Org_Id,Close_Dt,Cust_Grade_Cd,Cust_Lev_Cd,Custgrade,LOAN_FLAG,CONTRIB_01_R1M,Loan_Contrib_R1M,CONTRIB_03_R1M,CONTRIB_04_R1M,CONTRIB_00_R1M,CONTRIB_01_R1Y,Loan_Contrib_R1Y,CONTRIB_03_R1Y,CONTRIB_04_R1Y,CONTRIB_00_R1Y,WithdrawOtherbankAmt_R1M,WithdrawLocalbankAmt_R1M,TransferRemitOtherbankAmt_R1M,WithdrawTotalAmt_R1M,EpayAmt_R1M,PosConsumeAmt_R1M,ConsumeTotalAmt_R1M,CreditCardAmt_R1M,TransferLocalbankAmt_R1M,TransferOtherbankAmt_R1M,TransferOtherAmt_R1M,TransferTotalAmt_R1M,OtherAmt_R1M,WithdrawOtherbankCnt_R1M,TransferRemitOtherbankCnt_R1M,WithdrawLocalbankCnt_R1M,WithdrawTotalCnt_R1M,EpayCnt_R1M,PosConsumeCnt_R1M,ConsumeTotalCnt_R1M,CreditCardCnt_R1M,TransferLocalbankCnt_R1M,Other_Bank_CreditCardAmt_R1M,TransferOtherbankCnt_R1M,TransferOtherCnt_R1M,TransferTotalCnt_R1M,OtherCnt_R1M,WithdrawOtherbankAmt_R3M,WithdrawLocalbankAmt_R3M,TransferRemitOtherbankAmt_R3M,WithdrawTotalAmt_R3M,EpayAmt_R3M,PosConsumeAmt_R3M,ConsumeTotalAmt_R3M,CreditCardAmt_R3M,TransferLocalbankAmt_R3M,TransferOtherbankAmt_R3M,TransferOtherAmt_R3M,TransferTotalAmt_R3M,OtherAmt_R3M,WithdrawOtherbankCnt_R3M,TransferRemitOtherbankCnt_R3M,WithdrawLocalbankCnt_R3M,WithdrawTotalCnt_R3M,EpayCnt_R3M,PosConsumeCnt_R3M,ConsumeTotalCnt_R3M,CreditCardCnt_R3M,TransferLocalbankCnt_R3M,Other_Bank_CreditCardAmt_R3M,TransferOtherbankCnt_R3M,TransferOtherCnt_R3M,TransferTotalCnt_R3M,OtherCnt_R3M,Curr_Counter_Sub_Amt_R1M,Curr_Net_Sub_Amt_R1M,Curr_Mobile_Sub_Amt_R1M,Curr_Call_Sub_Amt_R1M,Curr_Sub_Amt_R1M,Curr_Counter_Auto_Amt_R1M,Curr_Net_Auto_Amt_R1M,Curr_Mobile_Auto_Amt_R1M,Curr_Call_Auto_Amt_R1M,Curr_Auto_Amt_R1M,Curr_Counter_Redeem_Amt_R1M,Curr_Net_Redeem_Amt_R1M,Curr_Mobile_Redeem_Amt_R1M,Curr_Call_Redeem_Amt_R1M,Curr_Redeem_Amt_R1M,Curr_Counter_Sub_Cnt_R1M,Curr_Net_Sub_Cnt_R1M,Curr_Mobile_Sub_Cnt_R1M,Curr_Call_Sub_Cnt_R1M,Curr_Sub_Cnt_R1M,Curr_Counter_Auto_Cnt_R1M,Curr_Net_Auto_Cnt_R1M,Curr_Mobile_Auto_Cnt_R1M,Curr_Call_Auto_Cnt_R1M,Curr_Auto_Cnt_R1M,Curr_Counter_Redeem_Cnt_R1M,Curr_Net_Redeem_Cnt_R1M,Curr_Mobile_Redeem_Cnt_R1M,Curr_Call_Redeem_Cnt_R1M,Curr_Redeem_Cnt_R1M,Curr_Counter_Sub_Amt_R3M,Curr_Net_Sub_Amt_R3M,Curr_Mobile_Sub_Amt_R3M,Curr_Call_Sub_Amt_R3M,Curr_Sub_Amt_R3M,Curr_Counter_Auto_Amt_R3M,Curr_Net_Auto_Amt_R3M,Curr_Mobile_Auto_Amt_R3M,Curr_Call_Auto_Amt_R3M,Curr_Auto_Amt_R3M,Curr_Counter_Redeem_Amt_R3M,Curr_Net_Redeem_Amt_R3M,Curr_Mobile_Redeem_Amt_R3M,Curr_Call_Redeem_Amt_R3M,Curr_Redeem_Amt_R3M,Curr_Counter_Sub_Cnt_R3M,Curr_Net_Sub_Cnt_R3M,Curr_Mobile_Sub_Cnt_R3M,Curr_Call_Sub_Cnt_R3M,Curr_Sub_Cnt_R3M,Curr_Counter_Auto_Cnt_R3M,Curr_Net_Auto_Cnt_R3M,Curr_Mobile_Auto_Cnt_R3M,Curr_Call_Auto_Cnt_R3M,Curr_Auto_Cnt_R3M,Curr_Counter_Redeem_Cnt_R3M,Curr_Net_Redeem_Cnt_R3M,Curr_Mobile_Redeem_Cnt_R3M,Curr_Call_Redeem_Cnt_R3M,Curr_Redeem_Cnt_R3M,Pay_Off_MonthTotalAmt_R1M,Pay_Off_MonthTotalCnt_R1M,Pay_Off_MonthTotalAmt_R1Y,Pay_Off_MonthTotalCnt_R1Y,Interbank_Agreed_Remit,Foreign_Exchange,Net_Bank,Bank_Insur_through,Pufa_Gold,Pay_Easy,Agreed_Fixed_Deposit,Timely_Report,Agent_Pay,Fund,Third_Party_Deposit,Weekly_Profit,Special_Financial,Pay_Off,IPO_Train,Mobile_Bank,Bond,Card,LOAN_FLAG1,Fund_AIP_Ind,PBank_Ind,CoBranded_Card_Ind,Weix_Ind,NFC_Ind,Total_Hold_Cnt,Curr_Counter_B2S_Amt_R1M,Curr_Net_B2S_Amt_R1M,Curr_Call_B2S_Amt_R1M,Curr_Sec_B2S_Amt_R1M,Curr_B2S_Amt_R1M,Curr_Counter_S2B_Amt_R1M,Curr_Net_S2B_Amt_R1M,Curr_Call_S2B_Amt_R1M,Curr_Sec_S2B_Amt_R1M,Curr_S2B_Amt_R1M,Curr_S2B_Bal_R1M,Curr_Counter_B2S_Cnt_R1M,Curr_Net_B2S_Cnt_R1M
7321,8,0,2,34,5,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,1,0,0,0,0,3,0,0,0,0,8,15,1,98,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,11,59,2,xchen,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7833,6,0,0,51,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,17,0,13,0,115,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,16,0,0,0,1,0,0,0,0,0,0,30,15,2,quna,0,M,15May1967,49,,0,0,0,18Jan2010,7700,7703,31Dec3000,01,,无等级,0,0.003,0,0,0,0.003,0.033,0,0,0,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
9827,29,0,9,12,4,2,0,1,0,0,0,13,0,1,0,0,0,0,0,0,0,46,1,1,1,0,10,27,0,0,0,0,0,0,0,1,2,60,0,24,18,214,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40,63,1,lvyou,0,M,25Jun1982,34,,0,0,0,05Jun2015,9400,8105,31Dec3000,06,,无等级,0,0.001,0,0,-76.075,-76.074,27.499,0,-31.02,448.255,460.244,0,0,0,0,0,0,0,42330,0,0,0,42330,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,52330,0,0,0,52330,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
8629,9,1,0,0,0,7,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,9,6,0,0,6,8,0,0,0,0,0,39,16,3,8,0,17,0,6,31,19,0,38,0,0,0,0,0,0,0,0,0,5,2,0,0,24,0,2,8,2,3,2,0,8,0,0,2,35,1,JYY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5421,37,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,68,2,3,44,1,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,7,2,lvyou,0,M,23Jan1990,26,,0,0,0,01Mar2016,9800,9826,31Dec3000,02,,无等级,0,3.168,0,0,0,3.168,2.074,0,0,0,2.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3673.56,2,9273.56,6,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3976,8,0,1,4,4,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,11,20,5,42,5,0,29,16,1,0,0,0,0,30,0,5,0,0,52,14,8,116,0,0,,0,0,0,0,0,2,0,0,0,16,1,0,0,2,0,0,0,0,0,0,1,0,0,0,35,57,2,lvyou,0,M,16Jul1972,44,,,0,0,05Jul2016,9300,9302,31Dec3000,10,,无等级,0,6.564,0,-17,426.238,424.302,0,0,0,7323.12,7323.12,17000,0,0,17000,7988.33,0,7988.33,0,0,0,0,0,4,4,0,0,4,3,0,3,0,0,0,0,0,0,4,17000,0,0,17000,7988.33,0,7988.33,0,0,0,0,0,4,4,0,0,4,3,0,3,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,
5854,7,0,2,39,54,9,1,18,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,5,0,0,21,24,3,0,0,0,0,8,2,0,72,1,0,4,2,144,8,0,0,0,0,0,0,18,0,0,0,0,37,0,0,0,5,0,0,0,0,2,0,0,0,0,0,43,150,2,tielu,0,M,02Oct1978,38,,0,0,0,04Nov2009,9800,9802,31Dec3000,07,,平衡,0,0.01,0,0,0,0.01,277.417,0,1081.408,0,818.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
7807,28,0,0,88,52,8,7,17,1,0,1,23,0,0,0,0,0,0,1,0,3,31,10,1,0,7,31,16,6,0,0,0,0,0,0,12,0,16,0,74,27,162,0,0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,49,74,1,lvyou,0,M,24Apr1978,38,,,0,0,04Jan1900,9300,9302,31Dec3000,02,,无等级,0,0,0,0,61.329,61.329,0,0,0,-28.49,-28.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
6283,0,0,0,19,3,4,9,8,0,0,0,13,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,4,0,12,0,17,0,50,0,0,5,0,0,0,1,0,0,0,3,0,12,0,0,0,3,0,0,0,0,0,0,0,3,0,12,1,35,1,JIUDIAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,24,0,0,36,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,2,0,4,1,7,6,0,0,0,0,0,0,0,0,0,25,0,55,46,153,9,0,,0,0,0,4,0,0,0,0,0,7,2,0,0,11,2,0,5,2,11,0,0,2,1,0,45,93,2,lvyou,1,F,25Jul1983,33,,0,0,0,15Nov2005,8200,8210,31Dec3000,06,,无等级,0,0.741,0,5.148,-37.174,-33.859,42.024,0,43.672,214.492,278.352,0,0,0,0,4221.8,0,4221.8,995,811.3,0,0,1806.3,0,0,0,0,0,15,0,15,3,1,0,0,0,4,0,0,0,0,0,9096.18,0,9096.18,15062,2200.95,0,0,17262.95,0,0,0,0,0,47,0,47,6,3,0,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
2594,4,0,1,10,2,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,3,0,0,0,0,0,5,0,0,0,11,3,3,4,61,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,29,2,tielu,0,M,12Jun1973,43,,2,0,0,21Mar2014,7500,7503,31Dec3000,10,,平衡,0,31.435,0,57.836,0,60.353,1818.692,0,6525.282,0,5081.333,0,1000,0,1000,2284.8,0,2284.8,0,0,0,0,0,0,0,0,1,1,28,0,28,0,0,0,0,0,0,0,6000,2500,0,8500,7784.55,0,7784.55,0,0,0,0,0,0,2,0,3,5,64,0,64,0,0,0,0,0,0,0,0,0,165000,0,165000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,352000,0,352000,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,,,,,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
9578,2,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,2,tielu,0,M,20Jan1991,25,,1,0,0,14Mar2016,9800,9705,31Dec3000,02,,无等级,0,0.894,0,-12.06,0,-5.136,3.637,0,-64.36,0,-28.543,300,0,0,300,1921,0,1921,0,0,0,0,0,0,2,0,0,2,10,0,10,0,0,0,0,0,0,0,3300,0,0,3300,3654.85,287.7,3942.55,0,0,0,0,0,12,13,0,0,13,35,3,38,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.7,1,11090.3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
2855,0,0,0,5,35,8,1,9,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,45,0,0,21,31,2,0,0,0,0,36,8,0,3,0,3,2,2,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,4,81,1,tielu,0,M,15Jun1979,37,,2,0,0,04Jan1900,9800,9802,31Dec3000,06,,无等级,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2091,1,0,0,6,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,56,30,183,1,0,2,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,39,2,JIUDIAN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,10,0,0,33,0,3,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,4,2,0,25,0,33,0,0,0,0,39,16,4,1,0,14,35,3,154,9,0,,0,0,0,1,0,2,0,19,0,16,0,0,0,7,0,1,0,0,0,0,0,2,0,0,64,50,2,lvyou,0,M,20Sep1970,46,,,0,0,04Jan1900,8300,8302,31Dec3000,02,,无等级,0,0,0,0,-246.826,-246.826,0,0,0,-627.069,-627.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
9566,44,0,2,108,31,19,36,5,20,10,0,21,0,1,0,0,2,0,1,0,4,23,7,78,1,11,23,15,3,0,0,0,0,45,4,9,6,121,42,44,25,388,147,0,,0,0,0,29,15,43,25,13,0,7,25,0,29,37,1,2,20,1,21,30,3,25,6,6,20,145,1,lvyou,0,M,20Oct1979,37,,,0,0,27Jan2015,9300,9302,31Dec3000,01,,无等级,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
5398,6,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,quna,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8041,18,0,2,21,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,8,1,0,0,0,0,0,0,0,7,0,0,0,35,20,185,0,0,,0,0,0,0,0,2,0,0,0,33,0,0,11,1,0,0,0,0,0,0,0,1,0,1,38,31,2,lvyou,0,F,11Nov1985,31,,0,0,0,26Oct2012,9800,9840,31Dec3000,07,,无等级,0,0.017,0,0,203.138,203.155,59.132,0,0.48,4313.914,4373.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,
1387,33,0,0,15,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,15,0,0,1,12,1,0,0,0,0,10,0,0,0,2,0,21,10,107,1,0,,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,3,0,1,39,59,1,lvyou,0,F,08Apr1982,34,,2,0,0,26Jan2015,4500,4506,31Dec3000,02,,无等级,0,0,0,0,0,0,0,0,2.98,0,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2458,5,0,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,11,36,0,0,0,0,0,6,0,0,0,0,0,2,0,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,11,2,JYY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8827,4,0,0,12,0,7,2,10,0,0,0,4,0,0,0,0,0,0,0,0,0,1,4,0,0,0,11,13,29,0,0,0,0,0,1,0,0,4,0,8,0,117,17,0,2,2,0,0,1,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,35,18,2,tielu,0,F,28Jun1978,38,,,0,0,04Jan1900,7400,7402,31Dec3000,02,,无等级,0,0,0,0,0,0,0,0,0,13.609,13.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
2417,2,0,0,32,9,19,30,14,0,0,0,8,0,1,0,0,0,0,0,0,0,0,11,2,0,0,22,33,21,0,0,0,0,2,0,35,0,3,65,14,21,158,20,0,0,0,0,0,7,0,1,0,0,1,31,0,0,0,10,0,0,1,1,0,0,0,0,0,0,37,83,1,feiji,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4662,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,tielu,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5543,2,0,0,3,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3,0,0,0,0,0,0,0,2,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,6,2,feiji,0,F,06May1983,33,,2,0,0,29Aug2013,7300,7305,31Dec3000,01,,无等级,0,0.023,0,0,0,0.023,0.243,0,0,0,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3265,4,0,0,92,49,1,4,6,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5,1,0,1,25,7,3,0,0,0,0,0,5,0,0,1,1,28,25,143,0,0,37,0,0,0,0,3,3,0,0,0,38,0,0,7,9,0,0,0,0,0,0,0,1,0,0,47,53,2,JYY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9970,13,0,0,39,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,4,0,0,1,44,0,0,1,105,0,0,,0,0,0,0,0,0,0,0,6,2,2,0,0,4,0,0,0,0,0,0,0,0,0,1,1,23,1,lvyou,0,M,22Feb1983,33,,0,0,0,04Jan1900,9800,9802,31Dec3000,07,,无等级,0,0,0,0,159.883,159.883,0,0,0,1705.23,1705.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
3556,6,0,0,7,2,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,1,38,6,0,0,0,0,0,21,3,0,1,53,0,1,0,109,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,4,1,4,0,1,0,0,1,13,0,1,2,37,2,tielu,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
