csr_id,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,g,target,gender_Cd,Birth_Dt,Age,House_Property_Cd,Marriage_Status_Cd,Year_Income,Is_Bank_Staff_Ind,Initial_Open_Dt,Open_Branch_Id,Open_Org_Id,Close_Dt,Cust_Grade_Cd,Cust_Lev_Cd,Custgrade,LOAN_FLAG,CONTRIB_01_R1M,Loan_Contrib_R1M,CONTRIB_03_R1M,CONTRIB_04_R1M,CONTRIB_00_R1M,CONTRIB_01_R1Y,Loan_Contrib_R1Y,CONTRIB_03_R1Y,CONTRIB_04_R1Y,CONTRIB_00_R1Y,WithdrawOtherbankAmt_R1M,WithdrawLocalbankAmt_R1M,TransferRemitOtherbankAmt_R1M,WithdrawTotalAmt_R1M,EpayAmt_R1M,PosConsumeAmt_R1M,ConsumeTotalAmt_R1M,CreditCardAmt_R1M,TransferLocalbankAmt_R1M,TransferOtherbankAmt_R1M,TransferOtherAmt_R1M,TransferTotalAmt_R1M,OtherAmt_R1M,WithdrawOtherbankCnt_R1M,TransferRemitOtherbankCnt_R1M,WithdrawLocalbankCnt_R1M,WithdrawTotalCnt_R1M,EpayCnt_R1M,PosConsumeCnt_R1M,ConsumeTotalCnt_R1M,CreditCardCnt_R1M,TransferLocalbankCnt_R1M,Other_Bank_CreditCardAmt_R1M,TransferOtherbankCnt_R1M,TransferOtherCnt_R1M,TransferTotalCnt_R1M,OtherCnt_R1M,WithdrawOtherbankAmt_R3M,WithdrawLocalbankAmt_R3M,TransferRemitOtherbankAmt_R3M,WithdrawTotalAmt_R3M,EpayAmt_R3M,PosConsumeAmt_R3M,ConsumeTotalAmt_R3M,CreditCardAmt_R3M,TransferLocalbankAmt_R3M,TransferOtherbankAmt_R3M,TransferOtherAmt_R3M,TransferTotalAmt_R3M,OtherAmt_R3M,WithdrawOtherbankCnt_R3M,TransferRemitOtherbankCnt_R3M,WithdrawLocalbankCnt_R3M,WithdrawTotalCnt_R3M,EpayCnt_R3M,PosConsumeCnt_R3M,ConsumeTotalCnt_R3M,CreditCardCnt_R3M,TransferLocalbankCnt_R3M,Other_Bank_CreditCardAmt_R3M,TransferOtherbankCnt_R3M,TransferOtherCnt_R3M,TransferTotalCnt_R3M,OtherCnt_R3M,Curr_Counter_Sub_Amt_R1M,Curr_Net_Sub_Amt_R1M,Curr_Mobile_Sub_Amt_R1M,Curr_Call_Sub_Amt_R1M,Curr_Sub_Amt_R1M,Curr_Counter_Auto_Amt_R1M,Curr_Net_Auto_Amt_R1M,Curr_Mobile_Auto_Amt_R1M,Curr_Call_Auto_Amt_R1M,Curr_Auto_Amt_R1M,Curr_Counter_Redeem_Amt_R1M,Curr_Net_Redeem_Amt_R1M,Curr_Mobile_Redeem_Amt_R1M,Curr_Call_Redeem_Amt_R1M,Curr_Redeem_Amt_R1M,Curr_Counter_Sub_Cnt_R1M,Curr_Net_Sub_Cnt_R1M,Curr_Mobile_Sub_Cnt_R1M,Curr_Call_Sub_Cnt_R1M,Curr_Sub_Cnt_R1M,Curr_Counter_Auto_Cnt_R1M,Curr_Net_Auto_Cnt_R1M,Curr_Mobile_Auto_Cnt_R1M,Curr_Call_Auto_Cnt_R1M,Curr_Auto_Cnt_R1M,Curr_Counter_Redeem_Cnt_R1M,Curr_Net_Redeem_Cnt_R1M,Curr_Mobile_Redeem_Cnt_R1M,Curr_Call_Redeem_Cnt_R1M,Curr_Redeem_Cnt_R1M,Curr_Counter_Sub_Amt_R3M,Curr_Net_Sub_Amt_R3M,Curr_Mobile_Sub_Amt_R3M,Curr_Call_Sub_Amt_R3M,Curr_Sub_Amt_R3M,Curr_Counter_Auto_Amt_R3M,Curr_Net_Auto_Amt_R3M,Curr_Mobile_Auto_Amt_R3M,Curr_Call_Auto_Amt_R3M,Curr_Auto_Amt_R3M,Curr_Counter_Redeem_Amt_R3M,Curr_Net_Redeem_Amt_R3M,Curr_Mobile_Redeem_Amt_R3M,Curr_Call_Redeem_Amt_R3M,Curr_Redeem_Amt_R3M,Curr_Counter_Sub_Cnt_R3M,Curr_Net_Sub_Cnt_R3M,Curr_Mobile_Sub_Cnt_R3M,Curr_Call_Sub_Cnt_R3M,Curr_Sub_Cnt_R3M,Curr_Counter_Auto_Cnt_R3M,Curr_Net_Auto_Cnt_R3M,Curr_Mobile_Auto_Cnt_R3M,Curr_Call_Auto_Cnt_R3M,Curr_Auto_Cnt_R3M,Curr_Counter_Redeem_Cnt_R3M,Curr_Net_Redeem_Cnt_R3M,Curr_Mobile_Redeem_Cnt_R3M,Curr_Call_Redeem_Cnt_R3M,Curr_Redeem_Cnt_R3M,Pay_Off_MonthTotalAmt_R1M,Pay_Off_MonthTotalCnt_R1M,Pay_Off_MonthTotalAmt_R1Y,Pay_Off_MonthTotalCnt_R1Y,Interbank_Agreed_Remit,Foreign_Exchange,Net_Bank,Bank_Insur_through,Pufa_Gold,Pay_Easy,Agreed_Fixed_Deposit,Timely_Report,Agent_Pay,Fund,Third_Party_Deposit,Weekly_Profit,Special_Financial,Pay_Off,IPO_Train,Mobile_Bank,Bond,Card,LOAN_FLAG1,Fund_AIP_Ind,PBank_Ind,CoBranded_Card_Ind,Weix_Ind,NFC_Ind,Total_Hold_Cnt,Curr_Counter_B2S_Amt_R1M,Curr_Net_B2S_Amt_R1M,Curr_Call_B2S_Amt_R1M,Curr_Sec_B2S_Amt_R1M,Curr_B2S_Amt_R1M,Curr_Counter_S2B_Amt_R1M,Curr_Net_S2B_Amt_R1M,Curr_Call_S2B_Amt_R1M,Curr_Sec_S2B_Amt_R1M,Curr_S2B_Amt_R1M,Curr_S2B_Bal_R1M,Curr_Counter_B2S_Cnt_R1M,Curr_Net_B2S_Cnt_R1M
7395,4,0,0,14,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,2,5,0,0,0,0,0,12,28,9,0,0,0,8,0,78,1,0,8,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,22,49,2,xchen,0,F,16Feb1988,28,,,0,0,04Jan1900,3600,3602,31Dec3000,02,,无等级,0,0,0,0,-67.104,-67.104,0,0,0,257.248,257.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
1073,8,0,0,21,7,5,20,9,0,0,0,8,0,3,0,0,0,0,0,0,2,7,5,0,11,0,32,61,3,0,0,0,0,1,0,3,0,2,1,5,0,96,20,0,,2,0,0,0,0,0,0,0,22,11,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,79,2,lvyou,0,M,18Mar1991,25,,0,0,0,10May2016,6300,6301,31Dec3000,01,,无等级,0,0.002,0,0,0,0.002,0.004,0,0,0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
5991,9,4,1,47,12,17,0,4,0,0,0,0,0,0,0,0,1,0,0,0,3,3,16,2,0,0,6,8,0,0,0,0,0,6,0,1,1,33,0,15,10,167,0,0,,0,0,0,0,2,4,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,40,54,1,lvyou,0,M,22Jul1991,25,,1,0,0,07Sep2013,9800,9853,31Dec3000,06,,无等级,0,0.026,0,0,0,0.026,0.28,0,0,0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
105,5,0,2,37,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,27,20,0,0,0,0,0,0,0,1,1,17,0,2,1,80,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,31,2,xchen,1,M,09Sep1976,40,1,0,0,0,15Jul2013,7700,7704,31Dec3000,10,,稳健,1,275.422,491.18,111.074,0,822.139,1795.126,5841.64,6893.736,0,11083.634,10000,0,0,10000,13851,12082,25933,0,0,0,0,0,0,4,0,0,4,16,3,19,0,0,0,0,0,0,0,62500,15000,0,77500,33841.62,31098.13,64939.75,0,0,0,-25498,-25498,0,22,0,4,26,35,10,45,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
5729,5,0,0,42,0,16,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,33,18,0,0,20,60,0,0,0,0,0,40,10,0,0,3,0,16,2,141,1,0,6,3,0,0,0,2,0,1,0,0,8,0,0,0,2,0,0,0,16,0,0,0,0,0,0,17,63,1,feiji,0,M,18Oct1973,43,,,0,0,07Mar2013,5800,1241,31Dec3000,02,,无等级,0,0.006,0,0.032,0,0.022,35.821,0,43.272,0,57.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
138,9,0,0,40,17,28,1,33,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,14,1,0,25,15,26,0,0,0,0,17,2,9,0,0,9,11,2,139,31,0,3,0,0,0,0,0,0,0,0,3,45,0,0,0,13,0,0,1,1,0,0,0,3,0,5,10,69,1,feiji,1,F,11Sep1974,42,,2,0,0,23Dec2015,8300,8301,31Dec3000,01,,成长,0,0.001,0,0,0,0.001,0.008,0,0,0,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
4372,0,0,0,53,0,22,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,18,5,8,0,0,0,0,2,1,8,0,3,0,6,0,140,8,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,8,0,2,25,1,0,0,0,0,0,0,29,44,1,feiji,0,F,06Jan1981,35,,,0,0,10Dec2013,9300,9204,31Dec3000,02,,无等级,0,0.414,0,0,0,0.414,10.876,0,-19.76,0,0.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2667.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3002,11,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,2,0,0,0,0,0,19,2,7,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,26,2,lvyou,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9237,16,0,1,11,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,11,0,0,0,0,0,0,10,1,7,7,0,21,22,130,0,0,,1,0,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,1,37,104,1,lvyou,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,1,0,0,12,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,46,25,127,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,32,2,feiji,1,F,15Mar1974,42,,2,0,0,14Jun2012,7700,7710,31Dec3000,20,V2,平衡,0,3.007,0,0,0,3.007,1193.315,0,950.752,0,1668.691,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,990000,990000,0,920000,0,0,920000,10238000,0,0,0,0,0,1,1,0,1,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
6944,8,0,0,30,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,55,0,0,23,23,0,0,0,0,0,30,0,0,0,7,0,30,13,144,2,1,6,0,0,0,3,0,3,0,0,0,6,0,0,1,2,0,3,0,0,0,0,0,4,0,0,47,49,2,xchen,0,M,10Sep1982,34,,,0,0,04Jan1900,9500,9502,31Dec3000,02,,无等级,0,0,0,0,91.059,91.059,0,0,0,-165.39,-165.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3261,7,0,2,16,16,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,9,1,0,0,0,0,0,0,2,0,0,1,0,1,0,113,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,12,0,2,1,0,0,32,6,1,feiji,0,M,28Feb1983,33,,0,0,0,05Sep2012,9800,9828,31Dec3000,06,,无等级,0,0.513,0,0,105.924,106.437,79.3,0,-10.82,156.66,230.55,0,0,0,0,0,0,0,696,0,0,0,696,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3800,2600,0,6400,22180,0,22180,696,0,0,0,696,0,2,0,2,4,4,0,4,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50785.9,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
7279,33,0,1,38,3,8,3,30,0,0,0,1,0,0,0,0,0,0,0,0,2,28,1,41,1,0,12,63,0,0,0,0,0,31,2,0,2,2,0,2,3,173,0,0,,0,0,0,4,2,2,0,0,0,0,0,0,0,2,0,1,0,1,2,0,1,11,6,3,4,122,1,lvyou,0,F,18Nov1969,47,4,1,0,0,09Feb2003,9800,9884,31Dec3000,10,,无等级,1,2.86,1230.47,0,-190.12,1043.21,19.457,21332.49,0,1957.175,23309.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
5133,0,0,0,23,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,2,0,21,24,2,1,53,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,tielu,0,M,26Apr1988,28,,,0,0,22Nov2007,7000,7006,31Dec3000,06,,无等级,0,0,0,0,135.312,135.312,0,0,0,714.382,714.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
8654,59,0,0,11,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,3,1,0,0,0,0,0,0,30,0,0,0,0,0,66,0,0,,0,0,0,0,0,0,0,0,0,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,40,24,1,lvyou,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7214,1,0,0,18,4,21,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,8,0,0,0,0,0,0,26,0,20,0,0,0,102,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,2,feiji,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9891,7,0,1,29,12,2,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,11,25,0,0,0,0,0,2,0,0,0,0,0,24,10,197,1,0,2,0,0,0,1,0,0,0,0,0,24,2,0,0,10,3,0,0,0,0,0,0,0,0,0,39,54,2,xchen,0,M,03Apr1994,22,,1,0,0,13Jul2015,9500,9520,31Dec3000,02,,无等级,0,0.406,0,2.24,0,1.526,6.529,0,29.04,0,21.049,0,0,0,0,2238,0,2238,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,9156.99,0,9156.99,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,1,10620.7,7,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
5152,8,0,2,8,10,8,0,4,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18,15,0,0,0,0,0,1,1,7,0,0,0,9,2,93,0,0,,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,39,42,2,lvyou,0,M,27Apr1985,31,,0,0,0,30Dec2008,9800,9705,31Dec3000,01,,无等级,0,0.002,0,0,0,0.002,0.022,0,0,0,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
3723,4,3,0,8,10,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21,15,0,0,0,0,0,0,0,0,0,0,0,11,1,56,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,29,13,2,JIUDIAN,0,F,11Mar1991,25,,0,0,0,10Feb2015,9800,9716,31Dec3000,02,,无等级,0,0.364,0,0,0,0.364,4.089,0,3.04,0,5.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
8274,7,0,0,3,27,2,4,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,19,15,1,0,0,0,0,0,0,1,0,2,1,32,15,118,0,0,1,0,0,0,0,0,7,0,0,0,1,1,0,0,3,0,0,0,3,0,5,0,2,0,0,36,67,2,tielu,0,F,08Oct1980,36,,,0,0,07Jun2011,8900,8907,31Dec3000,10,,无等级,0,0.002,0,0,-24.837,-24.835,8.408,0,40,9010.314,9038.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
3081,65,0,0,19,0,13,0,38,0,0,0,0,0,0,0,0,52,0,0,0,0,2,0,3,0,2,26,21,0,0,0,0,0,16,1,45,0,3,0,3,0,145,57,0,,0,0,0,1,0,0,1,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,27,1,lvyou,0,M,20Mar1964,52,,0,0,0,26Mar2008,6300,6303,31Dec3000,10,,无等级,0,1.544,0,0,1038.12,1039.664,17.425,0,27.7,8580.849,8612.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
8412,0,0,0,10,1,15,2,8,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,16,12,2,0,0,0,0,0,1,11,1,1,3,8,1,87,2,0,7,1,0,0,1,0,1,0,0,1,20,0,0,0,7,0,0,0,0,0,2,0,1,0,3,25,40,2,feiji,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6469,40,0,0,10,1,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17,21,0,0,0,0,0,1,0,5,0,23,0,0,3,60,1,0,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,lvyou,0,F,22Sep1978,38,,2,0,0,06Jan2015,6300,5502,31Dec3000,02,,无等级,0,0.733,0,0,0,0.733,90.506,0,0,0,90.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11149.04,2,642707.48,23,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
232,8,0,2,47,2,0,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,23,44,1,0,0,4,0,0,0,0,0,2,25,3,0,6,0,12,0,141,2,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,47,24,2,lvyou,1,M,12Jan1968,48,,2,0,0,28May2014,8900,8909,31Dec3000,20,,平衡,0,745.421,0,695,21.954,1114.875,10572.363,0,31402.194,-80.194,26193.266,0,0,0,0,0,0,0,0,153000,0,0,153000,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,100000,0,100000,0,0,0,0,173277.11,0,0,173277.11,0,0,0,1,1,0,0,0,0,3,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500000,500000,500000,0,0
8461,19,0,0,52,0,31,14,37,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,14,63,10,0,0,0,0,2,1,1,0,0,0,5,2,158,129,0,,1,0,0,2,2,0,0,6,1,4,1,0,0,14,0,0,0,0,0,0,0,4,0,0,2,78,1,lvyou,0,M,30Sep1980,36,,2,0,0,20Jan2011,4500,4503,31Dec3000,02,,无等级,0,0.114,0,0.02,0,0.124,1.37,0,0,0,1.37,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1463,0,0,0,41,0,37,9,0,0,0,0,9,0,0,0,0,0,0,0,0,1,3,0,0,2,0,21,32,0,0,0,0,0,2,1,28,0,0,0,3,1,89,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,12,0,0,0,0,1,0,0,4,0,1,4,65,2,feiji,0,M,28Oct1985,31,,,0,0,04Jan1900,7600,7602,31Dec3000,07,,无等级,0,0,0,0,-583.464,-583.464,0,0,0,1628.146,1628.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
